纟	糹
工商局	工商局
相对于	相對於
以至于	以至於
民主党	民主黨
多方面	多方面
第三个	第三個
十分钟	十分鐘
不利于	不利於
统计局	統計局
时间表	時間表
适合于	適合於
正处于	正處於
不至于	不至於
国民党	國民黨
收银台	收銀臺
两方面	兩方面
不等于	不等於
脑子里	腦子裏
有计划	有計劃
不低于	不低於
工程系	工程系
气象局	氣象局
有关系	有關係
天花板	天花板
一览表	一覽表
时刻表	時刻表
责任制	責任制
仅次于	僅次於
所有制	所有制
环保局	環保局
莫过于	莫過於
林业局	林業局
好一个	好一個
公有制	公有制
卫生局	衛生局
无限制	無限制
高技术	高技術
申请表	申請表
财政局	財政局
农业局	農業局
物价局	物價局
人事局	人事局
着眼于	著眼於
骨子里	骨子裏
税务局	稅務局
文化局	文化局
服务台	服務臺
始建于	始建於
冠军杯	冠軍盃
博士后	博士後
马德里	馬德里
荷尔蒙	荷爾蒙
二进制	二進制
热衷于	熱衷於
方便面	方便麵
习惯于	習慣於
政治局	政治局
天文台	天文臺
作用于	作用於
综合征	綜合徵
日程表	日程表
覆盖面	覆蓋面
不情愿	不情願
血小板	血小板
综合症	綜合症
立足于	立足於
满足于	滿足於
性关系	性關係
邮政局	郵政局
警察局	警察局
登记表	登記表
等同于	等同於
高标准	高標準
略高于	略高於
全日制	全日制
不亚于	不亞於
太阳系	太陽系
中文系	中文系
徐家汇	徐家匯
监察局	監察局
电路板	電路板
甚至于	甚至於
有区别	有區別
不相干	不相干
而在于	而在於
一日游	一日遊
粮食局	糧食局
民政局	民政局
单方面	單方面
马拉松	馬拉松
尿毒症	尿毒症
共和党	共和黨
工作台	工作臺
隶属于	隸屬於
气象台	氣象臺
司法局	司法局
按计划	按計劃
有益于	有益於
无异于	無異於
女同志	女同志
水利局	水利局
电信局	電信局
相一致	相一致
德意志	德意志
归功于	歸功於
房管局	房管局
对照表	對照表
电熨斗	電熨斗
亚洲杯	亞洲盃
新动向	新動向
档案局	檔案局
实名制	實名制
执政党	執政黨
借助于	藉助於
原计划	原計劃
玻璃杯	玻璃杯
调查表	調查表
审计局	審計局
知识面	知識面
银河系	銀河系
侧重于	側重於
拿不准	拿不準
统计表	統計表
花岗岩	花崗岩
负责制	負責制
中下游	中下游
以利于	以利於
斜对面	斜對面
大半个	大半個
报名表	報名表
运用于	運用於
明细表	明細表
大方向	大方向
劳动局	勞動局
数学系	數學系
欧洲杯	歐洲盃
新德里	新德里
卡路里	卡路里
钓鱼台	釣魚臺
招商局	招商局
满洲里	滿洲里
适应症	適應症
有待于	有待於
对立面	對立面
多动症	多動症
解放后	解放後
反对党	反對黨
线路板	線路板
归咎于	歸咎於
有感于	有感於
情报局	情報局
价目表	價目表
求助于	求助於
人造板	人造板
有赖于	有賴於
外语系	外語系
中央台	中央臺
课程表	課程表
会员制	會員制
偏重于	偏重於
男同志	男同志
动手术	動手術
不敢当	不敢當
建国后	建國後
核技术	核技術
电线杆	電線杆
地方志	地方誌
投身于	投身於
百老汇	百老匯
社会党	社會黨
铁路局	鐵路局
主席台	主席臺
不孕症	不孕症
败血症	敗血症
千百万	千百萬
化学系	化學系
西西里	西西里
安全局	安全局
供电局	供電局
冷不防	冷不防
集中制	集中制
工业局	工業局
梳妆台	梳妝臺
广播台	廣播臺
测绘局	測繪局
多见于	多見於
不屑于	不屑於
胶合板	膠合板
无愧于	無愧於
宇航局	宇航局
信天游	信天游
压力表	壓力錶
航天局	航天局
玉米面	玉米麵
涨停板	漲停板
阴暗面	陰暗面
索马里	索馬里
海平面	海平面
领奖台	領獎臺
肥胖症	肥胖症
写字台	寫字檯
交白卷	交白卷
背地里	背地裏
矿务局	礦務局
晴雨表	晴雨錶
皇太后	皇太后
祝英台	祝英臺
哥伦布	哥倫布
沉醉于	沉醉於
哲学系	哲學系
出自于	出自於
坐标系	坐標系
生物系	生物系
黑手党	黑手黨
核计划	核計劃
邮电局	郵電局
生物钟	生物鐘
尼克松	尼克松
豆腐干	豆腐乾
私有制	私有制
四下里	四下裏
红萝卜	紅蘿蔔
终身制	終身制
催眠术	催眠術
跷跷板	蹺蹺板
强加于	強加於
电业局	電業局
石灰岩	石灰岩
自闭症	自閉症
归因于	歸因於
乃至于	乃至於
调色板	調色板
宣传周	宣傳週
烽火台	烽火臺
在野党	在野黨
工作面	工作面
滑雪板	滑雪板
电子表	電子錶
合同制	合同制
写字板	寫字板
专利局	專利局
遮羞布	遮羞布
莱索托	萊索托
葡萄干	葡萄乾
操作台	操作臺
暗地里	暗地裏
十进制	十進制
学分制	學分制
保守党	保守黨
断头台	斷頭臺
塑料布	塑料布
新闻系	新聞系
双轨制	雙軌制
上上签	上上籤
聘任制	聘任制
革命党	革命黨
正反面	正反面
有损于	有損於
脚踏板	腳踏板
有悖于	有悖於
脑震荡	腦震盪
巴尔干	巴爾幹
八进制	八進制
五棵松	五棵松
见世面	見世面
蘑菇云	蘑菇雲
不下于	不下於
拉关系	拉關係
跌停板	跌停板
奴隶制	奴隸制
对着干	對著幹
保温杯	保溫杯
水平面	水平面
港务局	港務局
电压表	電壓錶
君主制	君主制
贴标签	貼標籤
城建局	城建局
火山岩	火山岩
字母表	字母表
说不准	說不準
电度表	電度錶
炸酱面	炸醬麵
等级制	等級制
赛程表	賽程表
承包制	承包制
地下党	地下黨
聘用制	聘用制
七巧板	七巧板
百分制	百分制
一贯制	一貫制
分税制	分稅制
共和制	共和制
电流表	電流錶
印刷术	印刷術
水泥板	水泥板
刀削面	刀削麵
参照系	參照系
头一回	頭一回
平衡表	平衡表
横断面	橫斷面
石英钟	石英鐘
普惠制	普惠制
百分表	百分表
落叶松	落葉松
决胜局	決勝局
担担面	擔擔麵
黄曲霉	黃麴黴
吃不准	吃不準
踢脚板	踢腳板
三角板	三角板
打擂台	打擂臺
老白干	老白乾
火烧云	火燒雲
单位制	單位制
体温表	體溫錶
横切面	橫切面
马尾松	馬尾松
家长制	家長制
观象台	觀象臺
农奴制	農奴制
老皇历	老皇曆
三和弦	三和弦
脚底板	腳底板
水电局	水電局
物资局	物資局
查号台	查號臺
撑门面	撐門面
撑场面	撐場面
裹脚布	裹腳布
沉积岩	沉積岩
龙须面	龍鬚麵
阳春面	陽春麵
装门面	裝門面
阴阳历	陰陽曆
议会制	議會制
打照面	打照面
井田制	井田制
勘误表	勘誤表
抛物面	拋物面
铺盖卷	鋪蓋捲
太阳历	太陽曆
自鸣钟	自鳴鐘
纵断面	縱斷面
夏时制	夏時制
棒子面	棒子麵
猛不防	猛不防
注意事项	注意事項
复旦大学	復旦大學
后顾之忧	後顧之憂
游山玩水	遊山玩水
尽管如此	儘管如此
胡思乱想	胡思亂想
当务之急	當務之急
胡说八道	胡說八道
志同道合	志同道合
当地时间	當地時間
别出心裁	別出心裁
于公于私	於公於私
别有用心	別有用心
别具一格	別具一格
胡言乱语	胡言亂語
面面相觑	面面相覷
防不胜防	防不勝防
干干净净	乾乾淨淨
万事如意	萬事如意
复合材料	複合材料
当之无愧	當之無愧
叹为观止	歎爲觀止
别无选择	別無選擇
回心转意	回心轉意
荡气回肠	蕩氣迴腸
面目全非	面目全非
面红耳赤	面紅耳赤
卷土重来	捲土重來
发扬光大	發揚光大
蒙特利尔	蒙特利爾
万无一失	萬無一失
游刃有余	遊刃有餘
准确无误	準確無誤
当机立断	當機立斷
扎扎实实	紮紮實實
回味无穷	回味無窮
万水千山	萬水千山
尽善尽美	盡善盡美
尽收眼底	盡收眼底
尽心尽力	盡心盡力
布鲁塞尔	布魯塞爾
历历在目	歷歷在目
才华横溢	才華橫溢
赞不绝口	讚不絕口
周而复始	周而復始
荡然无存	蕩然無存
糊里糊涂	糊裏糊塗
并驾齐驱	並駕齊驅
面面俱到	面面俱到
胡萝卜素	胡蘿蔔素
哗众取宠	譁眾取寵
闲情逸致	閒情逸致
发号施令	發號施令
游手好闲	游手好閒
尽职尽责	盡職盡責
万里长城	萬里長城
冲锋陷阵	衝鋒陷陣
郁郁葱葱	鬱鬱蔥蔥
旁若无人	旁若無人
别开生面	別開生面
并肩作战	並肩作戰
别有洞天	別有洞天
个人主义	個人主義
蒙娜丽莎	蒙娜麗莎
后来居上	後來居上
后悔莫及	後悔莫及
据为己有	據爲己有
尽力而为	盡力而爲
面不改色	面不改色
闲言碎语	閒言碎語
当仁不让	當仁不讓
布达拉宫	布達拉宮
哄堂大笑	哄堂大笑
干净利落	乾淨利落
汇丰银行	滙豐銀行
回眸一笑	回眸一笑
发人深省	發人深省
舍我其谁	捨我其誰
后起之秀	後起之秀
只言片语	隻言片語
云淡风轻	雲淡風輕
万不得已	萬不得已
志在必得	志在必得
于事无补	於事無補
回过头来	回過頭來
万劫不复	萬劫不復
万有引力	萬有引力
托尔斯泰	托爾斯泰
蒙在鼓里	蒙在鼓裏
万般无奈	萬般無奈
闲云野鹤	閒雲野鶴
尽如人意	盡如人意
万家灯火	萬家燈火
里里外外	裏裏外外
回头是岸	回頭是岸
杯水车薪	杯水車薪
据理力争	據理力爭
当家作主	當家作主
万事大吉	萬事大吉
胡作非为	胡作非爲
郁郁寡欢	鬱鬱寡歡
个体经济	個體經濟
才子佳人	才子佳人
别有风味	別有風味
旁观者清	旁觀者清
赞叹不已	讚歎不已
夸大其词	誇大其詞
只争朝夕	只爭朝夕
表面文章	表面文章
朴实无华	樸實無華
几何图形	幾何圖形
蒙混过关	蒙混過關
防毒面具	防毒面具
万紫千红	萬紫千紅
饥寒交迫	飢寒交迫
旁门左道	旁門左道
万念俱灰	萬念俱灰
里应外合	裏應外合
表里如一	表裏如一
才高八斗	才高八斗
万众一心	萬眾一心
冲昏头脑	沖昏頭腦
夸夸其谈	誇誇其談
斗转星移	斗轉星移
只字不提	隻字不提
万里无云	萬里無雲
于心不忍	於心不忍
饥肠辘辘	飢腸轆轆
后患无穷	後患無窮
发人深思	發人深思
余音绕梁	餘音繞梁
吊儿郎当	吊兒郎當
万事俱备	萬事俱備
发家致富	發家致富
胡志明市	胡志明市
舍近求远	捨近求遠
旁敲侧击	旁敲側擊
后生可畏	後生可畏
后会有期	後會有期
干劲十足	幹勁十足
布达佩斯	布達佩斯
弦外之音	弦外之音
当头一棒	當頭一棒
回光返照	迴光返照
别来无恙	別來無恙
历久弥新	歷久彌新
干脆利落	乾脆利落
饥不择食	飢不擇食
面有难色	面有難色
钟灵毓秀	鍾靈毓秀
局促不安	侷促不安
表里不一	表裏不一
面目可憎	面目可憎
党纪国法	黨紀國法
尽人皆知	盡人皆知
尸横遍野	屍橫遍野
当头棒喝	當頭棒喝
万马奔腾	萬馬奔騰
舍生取义	捨生取義
后继有人	後繼有人
干柴烈火	乾柴烈火
只欠东风	只欠東風
防暑降温	防暑降溫
后发制人	後發制人
当局者迷	當局者迷
胡搅蛮缠	胡攪蠻纏
防微杜渐	防微杜漸
才疏学浅	才疏學淺
才貌双全	才貌雙全
万里长征	萬里長征
纤尘不染	纖塵不染
发奋图强	發奮圖強
万人空巷	萬人空巷
斗志昂扬	鬥志昂揚
松赞干布	松贊干布
舍生忘死	捨生忘死
防患未然	防患未然
刨根问底	刨根問底
愿者上钩	願者上鉤
松松垮垮	鬆鬆垮垮
面无人色	面無人色
万夫莫开	萬夫莫開
别具匠心	別具匠心
面如土色	面如土色
万寿无疆	萬壽無疆
志在千里	志在千里
面黄肌瘦	面黃肌瘦
万籁俱寂	萬籟俱寂
志在四方	志在四方
旁征博引	旁徵博引
尽心竭力	盡心竭力
划清界限	劃清界限
几次三番	幾次三番
舍己为人	捨己爲人
并行不悖	並行不悖
板上钉钉	板上釘釘
万象更新	萬象更新
舍本逐末	捨本逐末
志士仁人	志士仁人
杯弓蛇影	杯弓蛇影
丑态百出	醜態百出
后院起火	後院起火
云蒸霞蔚	雲蒸霞蔚
后事之师	後事之師
于心何忍	於心何忍
哄抬物价	哄擡物價
云山雾罩	雲山霧罩
舍己救人	捨己救人
万贯家财	萬貫家財
面貌一新	面貌一新
胡子拉碴	鬍子拉碴
回肠荡气	迴腸蕩氣
闲杂人员	閒雜人員
万马齐喑	萬馬齊瘖
别无二致	別無二致
后人乘凉	後人乘涼
后继乏人	後繼乏人
发愤图强	發憤圖強
里急后重	裏急後重
回天乏术	回天乏術
党同伐异	黨同伐異
万死不辞	萬死不辭
坛坛罐罐	罈罈罐罐
郁郁不乐	鬱鬱不樂
回天之力	回天之力
万古流芳	萬古流芳
摆龙门阵	擺龍門陣
杯盘狼藉	杯盤狼藉
别有天地	別有天地
面目一新	面目一新
志大才疏	志大才疏
尸位素餐	尸位素餐
防卫过当	防衛過當
布尔乔亚	布爾喬亞
面授机宜	面授機宜
于情于理	於情於理
糊涂一时	糊塗一時
表意文字	表意文字
万全之策	萬全之策
钟鸣鼎食	鐘鳴鼎食
夸父逐日	夸父逐日
尽忠报国	盡忠報國
万籁无声	萬籟無聲
万古长青	萬古長青
蒙蒙细雨	濛濛細雨
余波未平	餘波未平
奸淫掳掠	姦淫擄掠
后继无人	後繼無人
志得意满	志得意滿
当断不断	當斷不斷
别树一帜	別樹一幟
万头攒动	萬頭攢動
谷贱伤农	穀賤傷農
云消雾散	雲消霧散
万儿八千	萬兒八千
夸下海口	誇下海口
别无长物	別無長物
松松散散	鬆鬆散散
旁系亲属	旁系親屬
愿闻其详	願聞其詳
舍死忘生	捨死忘生
干劲冲天	幹勁沖天
万事亨通	萬事亨通
纤维植物	纖維植物
面有菜色	面有菜色
斗鸡走狗	鬥雞走狗
蒙昧主义	蒙昧主義
云开见日	雲開見日
向隅而泣	向隅而泣
尸骨未寒	屍骨未寒
才德兼备	才德兼備
吊民伐罪	弔民伐罪
万缕千丝	萬縷千絲
万古千秋	萬古千秋
蒙昧无知	蒙昧無知
里通外国	裏通外國
云泥之别	雲泥之別
万夫不当	萬夫不當
万箭攒心	萬箭攢心
鉴往知来	鑑往知來
表里一致	表裏一致
别无出路	別無出路
尽其所有	盡其所有
余勇可贾	餘勇可賈
云谲波诡	雲譎波詭
向壁虚构	向壁虛構
饥餐渴饮	飢餐渴飲
别具只眼	別具隻眼
发短心长	髮短心長
回嗔作喜	回嗔作喜
蒙头转向	矇頭轉向
茶余饭后	茶餘飯後
计划生育	計劃生育
近几年来	近幾年來
百万富翁	百萬富翁
淋漓尽致	淋漓盡致
四面八方	四面八方
上当受骗	上當受騙
上个世纪	上個世紀
十面埋伏	十面埋伏
对症下药	對症下藥
字里行间	字裏行間
业余时间	業餘時間
兴致勃勃	興致勃勃
亚历山大	亞歷山大
行云流水	行雲流水
旅游胜地	旅遊勝地
不复存在	不復存在
斯里兰卡	斯里蘭卡
外汇储备	外匯儲備
日复一日	日復一日
业余爱好	業餘愛好
模糊不清	模糊不清
艺术作品	藝術作品
竭尽全力	竭盡全力
如愿以偿	如願以償
人云亦云	人云亦云
首当其冲	首當其衝
绞尽脑汁	絞盡腦汁
峰回路转	峰迴路轉
大发雷霆	大發雷霆
风云变幻	風雲變幻
稀里糊涂	稀裏糊塗
千里迢迢	千里迢迢
曾几何时	曾幾何時
先发制人	先發制人
风云人物	風雲人物
雨后春笋	雨後春筍
年复一年	年復一年
行尸走肉	行屍走肉
所向披靡	所向披靡
四面楚歌	四面楚歌
疲于奔命	疲於奔命
多才多艺	多才多藝
死里逃生	死裏逃生
忙里偷闲	忙裏偷閒
众志成城	眾志成城
毛里求斯	毛里求斯
大获全胜	大獲全勝
十万火急	十萬火急
德才兼备	德才兼備
另当别论	另當別論
神采飞扬	神采飛揚
另辟蹊径	另闢蹊徑
粗制滥造	粗製濫造
以防万一	以防萬一
读万卷书	讀萬卷書
神采奕奕	神采奕奕
竭尽所能	竭盡所能
忠于职守	忠於職守
横冲直撞	橫衝直撞
急于求成	急於求成
力挽狂澜	力挽狂瀾
雾里看花	霧裏看花
怒发冲冠	怒髮衝冠
溢于言表	溢於言表
怀才不遇	懷才不遇
前后左右	前後左右
孤注一掷	孤注一擲
口干舌燥	口乾舌燥
光纤通信	光纖通信
最后通牒	最後通牒
开卷有益	開卷有益
模棱两可	模稜兩可
所向无敌	所向無敵
证据确凿	證據確鑿
郎才女貌	郎才女貌
壮志凌云	壯志凌雲
摇摆不定	搖擺不定
五脏六腑	五臟六腑
风云突变	風雲突變
双向选择	雙向選擇
各个击破	各個擊破
人尽其才	人盡其才
白发苍苍	白髮蒼蒼
人才济济	人才濟濟
噼里啪啦	劈裏啪啦
亭台楼阁	亭臺樓閣
费尽心机	費盡心機
门当户对	門當戶對
老当益壮	老當益壯
毁于一旦	毀於一旦
直系亲属	直系親屬
有鉴于此	有鑑於此
奋发向上	奮發向上
高于一切	高於一切
难舍难分	難捨難分
动荡不安	動盪不安
如饥似渴	如飢似渴
安于现状	安於現狀
劫后余生	劫後餘生
死于非命	死於非命
反复无常	反覆無常
真才实学	真才實學
奋发图强	奮發圖強
独占鳌头	獨佔鼇頭
重于泰山	重於泰山
赶尽杀绝	趕盡殺絕
一哄而上	一哄而上
闯荡江湖	闖蕩江湖
人才辈出	人才輩出
翻云覆雨	翻雲覆雨
挥洒自如	揮灑自如
北回归线	北回歸線
债台高筑	債臺高築
一面之缘	一面之緣
稳扎稳打	穩紮穩打
奋发有为	奮發有爲
叽里呱啦	嘰裏呱啦
人面桃花	人面桃花
物尽其用	物盡其用
花里胡哨	花裏胡哨
阴云密布	陰雲密佈
八面玲珑	八面玲瓏
苦尽甘来	苦盡甘來
腾云驾雾	騰雲駕霧
受制于人	受制於人
独辟蹊径	獨闢蹊徑
百发百中	百發百中
严于律己	嚴於律己
剩余价值	剩餘價值
南征北战	南征北戰
有板有眼	有板有眼
放荡不羁	放蕩不羈
四舍五入	四捨五入
丧尽天良	喪盡天良
正当防卫	正當防衛
长吁短叹	長吁短嘆
稀里哗啦	稀裏嘩啦
千里之行	千里之行
博采众长	博採眾長
未卜先知	未卜先知
久别重逢	久別重逢
反面教材	反面教材
满面春风	滿面春風
雄才大略	雄才大略
风卷残云	風捲殘雲
马里亚纳	馬里亞納
老奸巨猾	老奸巨猾
始于足下	始於足下
一板一眼	一板一眼
一表人才	一表人才
由表及里	由表及裏
一干二净	一乾二淨
铁板一块	鐵板一塊
风云际会	風雲際會
坑蒙拐骗	坑矇拐騙
居里夫人	居里夫人
反面人物	反面人物
笑里藏刀	笑裏藏刀
铁面无私	鐵面無私
矢志不渝	矢志不渝
一哄而散	一哄而散
下里巴人	下里巴人
心向往之	心嚮往之
等闲之辈	等閒之輩
浮游生物	浮游生物
青云直上	青雲直上
一面之词	一面之詞
含糊其辞	含糊其辭
春回大地	春回大地
不舍昼夜	不捨晝夜
各尽所能	各盡所能
弹尽粮绝	彈盡糧絕
章回小说	章回小說
预制构件	預製構件
叽里咕噜	嘰裏咕嚕
等闲视之	等閒視之
吞云吐雾	吞雲吐霧
改弦更张	改弦更張
止于至善	止於至善
垂帘听政	垂簾聽政
壮志未酬	壯志未酬
独当一面	獨當一面
管弦乐队	管弦樂隊
拨云见日	撥雲見日
五脏俱全	五臟俱全
愁云惨雾	愁雲慘霧
五谷丰登	五穀豐登
百里挑一	百裏挑一
两面三刀	兩面三刀
苍松翠柏	蒼松翠柏
阿布扎比	阿布扎比
话里有话	話裏有話
迂回曲折	迂迴曲折
心术不正	心術不正
有棱有角	有稜有角
自叹弗如	自嘆弗如
怪里怪气	怪裏怪氣
借尸还魂	借屍還魂
鹤发童颜	鶴髮童顏
光杆司令	光桿司令
斩尽杀绝	斬盡殺絕
改弦易辙	改弦易轍
恃才傲物	恃才傲物
千回百转	千迴百轉
秋后算账	秋後算賬
忍饥挨饿	忍飢挨餓
晨钟暮鼓	晨鐘暮鼓
头面人物	頭面人物
一面之交	一面之交
横征暴敛	橫征暴斂
慌里慌张	慌裏慌張
结党营私	結黨營私
如获至宝	如獲至寶
一哄而起	一哄而起
收回成命	收回成命
作奸犯科	作奸犯科
鞭辟入里	鞭辟入裏
千里之堤	千里之堤
四个坚持	四個堅持
平面几何	平面幾何
黄钟大吕	黃鐘大呂
白面书生	白面書生
土里土气	土裏土氣
自摆乌龙	自擺烏龍
八面威风	八面威風
南回归线	南回歸線
永志不忘	永誌不忘
溃于蚁穴	潰於蟻穴
铁板钉钉	鐵板釘釘
白云苍狗	白雲蒼狗
绵里藏针	綿裏藏針
草台班子	草臺班子
老于世故	老於世故
沙里淘金	沙裏淘金
官复原职	官復原職
鸟尽弓藏	鳥盡弓藏
五谷不分	五穀不分
不干不净	不乾不淨
轻于鸿毛	輕於鴻毛
子丑寅卯	子丑寅卯
出于无奈	出於無奈
慨当以慷	慨當以慷
克尽职守	克盡職守
强奸民意	強姦民意
空谷足音	空谷足音
能征善战	能征善戰
剩余劳动	剩餘勞動
鸠占鹊巢	鳩佔鵲巢
吃后悔药	吃後悔藥
席卷天下	席捲天下
席卷一空	席捲一空
曲里拐弯	曲裏拐彎
吉卜赛人	吉卜賽人
青面獠牙	青面獠牙
大发慈悲	大發慈悲
仰面朝天	仰面朝天
人面兽心	人面獸心
结发夫妻	結髮夫妻
抑郁寡欢	抑鬱寡歡
兴致索然	興致索然
傻里傻气	傻里傻氣
殷鉴不远	殷鑑不遠
费尽心血	費盡心血
无尽无休	無盡無休
穿云裂石	穿雲裂石
流里流气	流裏流氣
朝发夕至	朝發夕至
拍板成交	拍板成交
包干到户	包乾到戶
妖里妖气	妖裏妖氣
皮里阳秋	皮裏陽秋
形只影单	形隻影單
连台本戏	連臺本戲
吃里爬外	吃裏爬外
啼饥号寒	啼飢號寒
能征惯战	能征慣戰
穿云破雾	穿雲破霧
烘云托月	烘雲托月
喷云吐雾	噴雲吐霧
气冲牛斗	氣沖牛斗
量才录用	量才錄用
心脏死亡	心臟死亡
薪尽火传	薪盡火傳
曲尽其妙	曲盡其妙
来回来去	來回來去
气冲霄汉	氣沖霄漢
囿于成见	囿於成見
密云不雨	密雲不雨
弹尽援绝	彈盡援絕
露才扬己	露才揚己
唾面自干	唾面自乾
凌云之志	凌雲之志
一发千钧	一髮千鈞
千回百折	千迴百折
偷奸取巧	偷奸取巧
不赞一词	不讚一詞
嘀里嘟噜	嘀裏嘟嚕
舌面前音	舌面前音
繁征博引	繁徵博引
操作系统	操作系統
建筑面积	建築面積
应有尽有	應有盡有
充分发挥	充分發揮
规章制度	規章制度
理所当然	理所當然
众所周知	眾所周知
一塌糊涂	一塌糊塗
引人注目	引人注目
雷霆万钧	雷霆萬鈞
神经系统	神經系統
一见钟情	一見鍾情
严重后果	嚴重後果
方方面面	方方面面
迷迷糊糊	迷迷糊糊
生长发育	生長發育
蓬勃发展	蓬勃發展
因地制宜	因地制宜
图文并茂	圖文並茂
无动于衷	無動於衷
香格里拉	香格里拉
起死回生	起死回生
提心吊胆	提心吊膽
不遗余力	不遺餘力
相提并论	相提並論
兴高采烈	興高采烈
烟消云散	煙消雲散
命中注定	命中注定
风起云涌	風起雲湧
合成纤维	合成纖維
气喘吁吁	氣喘吁吁
千家万户	千家萬戶
出谋划策	出謀劃策
千千万万	千千萬萬
欣欣向荣	欣欣向榮
错综复杂	錯綜複雜
聪明才智	聰明才智
生态系统	生態系統
千变万化	千變萬化
无济于事	無濟於事
浩浩荡荡	浩浩蕩蕩
本来面目	本來面目
文艺复兴	文藝復興
分门别类	分門別類
千辛万苦	千辛萬苦
佛罗里达	佛羅里達
死灰复燃	死灰復燃
乌兹别克	烏茲別克
恭喜发财	恭喜發財
同归于尽	同歸於盡
反反复复	反反覆覆
不绝于耳	不絕於耳
耿耿于怀	耿耿於懷
事与愿违	事與願違
供大于求	供大於求
共产党人	共產黨人
民主党派	民主黨派
津巴布韦	津巴布韋
心有余悸	心有餘悸
千言万语	千言萬語
前前后后	前前後後
包罗万象	包羅萬象
世界历史	世界歷史
资金周转	資金周轉
不堪回首	不堪回首
瞬息万变	瞬息萬變
循环系统	循環系統
感慨万千	感慨萬千
倾家荡产	傾家蕩產
千山万水	千山萬水
青出于蓝	青出於藍
千丝万缕	千絲萬縷
大肠杆菌	大腸桿菌
供过于求	供過於求
阶级斗争	階級鬥爭
千军万马	千軍萬馬
怒气冲冲	怒氣沖沖
寓教于乐	寓教於樂
耕地面积	耕地面積
闻名于世	聞名於世
数以万计	數以萬計
学以致用	學以致用
播种面积	播種面積
兴旺发达	興旺發達
袖手旁观	袖手旁觀
千真万确	千真萬確
精神面貌	精神面貌
公安局长	公安局長
令人发指	令人髮指
千呼万唤	千呼萬喚
脱贫致富	脫貧致富
勾心斗角	勾心鬥角
模模糊糊	模模糊糊
引经据典	引經據典
财务制度	財務制度
前仆后继	前仆後繼
千差万别	千差萬別
过眼云烟	過眼雲煙
专心致志	專心致志
责无旁贷	責無旁貸
霸王别姬	霸王別姬
多管闲事	多管閒事
鞠躬尽瘁	鞠躬盡瘁
前功尽弃	前功盡棄
冷眼旁观	冷眼旁觀
幸免于难	幸免於難
聊斋志异	聊齋誌異
失而复得	失而復得
一马当先	一馬當先
难得糊涂	難得糊塗
青红皂白	青紅皁白
一飞冲天	一飛沖天
利比里亚	利比里亞
晴空万里	晴空萬里
开天辟地	開天闢地
箭在弦上	箭在弦上
前因后果	前因後果
水力发电	水力發電
子孙后代	子孫後代
出奇制胜	出奇制勝
指挥系统	指揮系統
齐头并进	齊頭並進
轻轻松松	輕輕鬆鬆
九霄云外	九霄雲外
前赴后继	前赴後繼
火力发电	火力發電
预备党员	預備黨員
不减当年	不減當年
争奇斗艳	爭奇鬥豔
移情别恋	移情別戀
一本万利	一本萬利
无以复加	無以復加
洋洋洒洒	洋洋灑灑
供电系统	供電系統
宁静致远	寧靜致遠
腰缠万贯	腰纏萬貫
千头万绪	千頭萬緒
止跌回升	止跌回升
天天向上	天天向上
植物纤维	植物纖維
开诚布公	開誠佈公
公之于众	公之於眾
浮动汇率	浮動匯率
妙手回春	妙手回春
公安干警	公安幹警
气象万千	氣象萬千
唉声叹气	唉聲嘆氣
勿施于人	勿施於人
满满当当	滿滿當當
巴尔扎克	巴爾扎克
千刀万剐	千刀萬剮
喜形于色	喜形於色
利大于弊	利大於弊
声情并茂	聲情並茂
江郎才尽	江郎才盡
和盘托出	和盤托出
遗臭万年	遺臭萬年
最近几年	最近幾年
经济制裁	經濟制裁
生物防治	生物防治
大动干戈	大動干戈
对酒当歌	對酒當歌
响彻云霄	響徹雲霄
浪子回头	浪子回頭
借题发挥	借題發揮
留有余地	留有餘地
触类旁通	觸類旁通
含含糊糊	含含糊糊
封建制度	封建制度
家长里短	家長里短
数罪并罚	數罪併罰
前呼后拥	前呼後擁
日理万机	日理萬機
亲子鉴定	親子鑑定
圣莫里茨	聖莫里茨
武装斗争	武裝鬥爭
风流才子	風流才子
安营扎寨	安營紮寨
升官发财	升官發財
争奇斗妍	爭奇鬥妍
惊恐万状	驚恐萬狀
仁人志士	仁人志士
死而后已	死而後已
排除万难	排除萬難
前仰后合	前仰後合
死有余辜	死有餘辜
死而复生	死而復生
人造纤维	人造纖維
摇头摆尾	搖頭擺尾
耳提面命	耳提面命
花样游泳	花樣游泳
不远万里	不遠萬里
人浮于事	人浮於事
散兵游勇	散兵游勇
振聋发聩	振聾發聵
马拉松赛	馬拉松賽
格物致知	格物致知
红得发紫	紅得發紫
取信于民	取信於民
稳稳当当	穩穩當當
思绪万千	思緒萬千
兼收并蓄	兼收並蓄
一夫当关	一夫當關
聊胜于无	聊勝於無
悔不当初	悔不當初
先斩后奏	先斬後奏
聚酯纤维	聚酯纖維
任人摆布	任人擺佈
克敌制胜	克敵制勝
光芒万丈	光芒萬丈
打预防针	打預防針
窗明几净	窗明几淨
艰苦朴素	艱苦樸素
携手并肩	攜手並肩
业精于勤	業精於勤
络腮胡子	絡腮鬍子
优哉游哉	優哉遊哉
打道回府	打道回府
兼容并包	兼容並包
大敌当前	大敵當前
人心向背	人心向背
墨索里尼	墨索里尼
千难万险	千難萬險
先来后到	先來後到
